labels,Summary,Issue Type,Priority,Description,Sprint,Epic Name,Epic Link
LEAP1T1,Authentication Service (NestJS / JWT),Epic,Medium,"*Acceptance Criteria:* \\  \\ * A centralised NestJS auth service issues and validates JWTs with credentials hashed in Postgres, implementing contracts/auth-api.yaml. \\ * At least one Spring Boot route is protected by real tokens end-to-end, with live OpenAPI docs. \\ * The auth flow is reviewed against the auth-focused OWASP items. \\  \\ *Notes:* \\  \\ * The security keystone of the platform. It replaces the provided Node auth stub used in Sprints 6 and 7. \\ * Security focus: password hashing, JWT issuance and validation, defence against token leakage, replay and timing attacks (OWASP A07, A01).",Sprint 8,S8 Auth Service,
LEAP1T1,NestJS Project Scaffold,Story,Medium,"*Acceptance Criteria:* \\  \\ * A modular, layered NestJS service is scaffolded in TypeScript with controller, service and repository layers. \\  \\ *Tasks:* \\  \\ Scaffold the NestJS project with modules, controllers and providers. \\  \\ Establish the layered structure and dependency injection.",Sprint 8,,S8 Auth Service
LEAP1T1,OpenAPI-First Auth Contract,Story,Medium,"*Acceptance Criteria:* \\  \\ * The auth endpoints implement contracts/auth-api.yaml, contract-first. \\  \\ *Tasks:* \\  \\ Work to the login, register, refresh and current-user contracts in the OpenAPI spec. \\  \\ Match the token and error response schemas exactly.",Sprint 8,,S8 Auth Service
LEAP1T1,Register / Login / Refresh Endpoints,Story,High,"*Acceptance Criteria:* \\  \\ * The auth service exposes register, login and refresh REST endpoints. \\  \\ *Tasks:* \\  \\ Implement register(), login() and refresh() in AuthService. \\  \\ Validate inputs with class-validator and class-transformer. \\  \\ *Unit Test Execution Paths:* \\  \\ # request mapping invalid (400) \\ # server error (500) \\ # registration succeeds for new user \\ # registration rejected for existing user \\ # login succeeds and returns a token \\ # login fails on bad credentials \\ # refresh issues a new token for a valid refresh token \\  \\ *Integration Test* \\  \\ Test register, login and refresh against the real service and Postgres persistence.",Sprint 8,,S8 Auth Service
LEAP1T1,Password Hashing,Story,High,*Acceptance Criteria:* \\  \\ * Passwords are hashed with argon2id or bcrypt at cost 12 or above using per-user salts; plaintext is never stored. \\  \\ *Tasks:* \\  \\ Hash credentials with argon2id or bcrypt and store only the hash and salt. \\  \\ Verify passwords using a constant-time comparison. \\  \\ *Unit Test Execution Paths:* \\  \\ # correct password verifies \\ # incorrect password fails verification \\ # weak hashing (MD5/SHA) is not used,Sprint 8,,S8 Auth Service
LEAP1T1,JWT Issuance,Story,High,"*Acceptance Criteria:* \\  \\ * A signed JWT is issued on successful login carrying exactly the claims contract: sub, accountId, roles, iat, exp, iss. \\  \\ *Tasks:* \\  \\ Implement TokenService.issue() building a signed HS256 token (header, payload, signature). \\  \\ Set the 15-minute access-token expiry and required claims; sign with the shared secret from JWT_SECRET. \\  \\ *Unit Test Execution Paths:* \\  \\ # token issued with correct claims and expiry \\ # token signature verifies with the service key",Sprint 8,,S8 Auth Service
LEAP1T1,JWT Validation on Protected Routes,Story,High,"*Acceptance Criteria:* \\  \\ * Tokens are validated on protected routes and rejected when invalid or expired. \\  \\ *Tasks:* \\  \\ Implement TokenService.verify() and decode(). \\  \\ Reject expired, tampered or malformed tokens with AUTH-401. \\  \\ *Unit Test Execution Paths:* \\  \\ # valid token accepted \\ # expired token rejected \\ # tampered signature rejected \\ # malformed token rejected",Sprint 8,,S8 Auth Service
LEAP1T1,"Guards, Decorators & Interceptors",Story,High,*Acceptance Criteria:* \\  \\ * Guards protect routes and a decorator extracts the authenticated user from the token. \\  \\ *Tasks:* \\  \\ Implement an auth guard on protected endpoints. \\  \\ Add a decorator that extracts the user from the validated token. \\  \\ Add interceptors as needed for the request lifecycle. \\  \\ *Unit Test Execution Paths:* \\  \\ # guard blocks unauthenticated request \\ # guard allows authenticated request \\ # user correctly extracted from token,Sprint 8,,S8 Auth Service
LEAP1T1,Refresh Token Rotation,Story,High,"*Acceptance Criteria:* \\  \\ * Refresh tokens rotate on every use and the presented token stops working immediately; reuse revokes the chain. \\  \\ *Tasks:* \\  \\ Store refresh tokens server-side and issue a new one on every refresh, invalidating the presented token. \\  \\ Treat a refresh token presented twice as theft: revoke every refresh token for that user and return AUTH-401. \\  \\ *Unit Test Execution Paths:* \\  \\ # refresh issues a new pair and the old refresh token stops working \\ # a consumed refresh token presented again is rejected \\ # reuse revokes the whole chain",Sprint 8,,S8 Auth Service
LEAP1T1,Structured Logging,Story,Low,"*Acceptance Criteria:* \\  \\ * The service uses structured logging (winston or pino) without logging sensitive data. \\  \\ *Tasks:* \\  \\ Add structured logging around auth events. \\  \\ Ensure credentials and tokens are never written to logs, including inside error objects.",Sprint 8,,S8 Auth Service
LEAP1T1,Auth-Focused OWASP Security Review,Story,High,"*Acceptance Criteria:* \\  \\ * The auth flow is reviewed against auth-specific OWASP items and hardened. \\  \\ *Tasks:* \\  \\ Review for broken authentication and broken access control (OWASP A07, A01). \\  \\ Confirm an unknown user and a wrong password return the same body, status and comparable timing. \\  \\ Assess and mitigate token leakage, replay and timing attacks and weak secrets, and document findings and remediations.",Sprint 8,,S8 Auth Service
LEAP1T1,Unit Tests (Jest),Story,Medium,"*Acceptance Criteria:* \\  \\ * Meaningful Jest tests cover the service, guards and token handling. \\  \\ *Tasks:* \\  \\ Write unit tests mocking providers and testing guards. \\  \\ Cover token issuance, validation and error paths. \\  \\ *Unit Test Execution Paths:* \\  \\ # guard unit test blocks and allows correctly \\ # token issuance produces valid token \\ # validation rejects expired and tampered tokens",Sprint 8,,S8 Auth Service
LEAP1T1,Integration: Protect a Spring Boot Route End-to-End,Story,High,"*Acceptance Criteria:* \\  \\ * The provided auth stub is replaced so at least one Spring Boot route is protected by the real auth service end-to-end. \\  \\ *Tasks:* \\  \\ Replace the Node auth stub with real token validation against the auth service, a configuration change only. \\  \\ Publish live OpenAPI docs served by the running auth service. \\  \\ *Integration Test* \\  \\ Test the end-to-end flow: obtain a token from the auth service, call a protected Spring Boot route, and confirm rejection without a valid token.",Sprint 8,,S8 Auth Service
LEAP1T1,User Interface (Angular),Epic,Medium,"*Acceptance Criteria:* \\  \\ * The Angular frontend delivers an authenticated login flow end-to-end and the core trading views. \\ * The UI consumes the Trade and Auth REST APIs via typed clients generated from the contracts. \\ * Core journeys are covered by unit and Playwright end-to-end tests. \\  \\ *Notes:* \\  \\ * User-facing app; with this the full stack is complete. \\ * Security focus: JWT interceptors attach bearer tokens, route guards protect authenticated routes, output encoding prevents XSS (OWASP A03, A01).",Sprint 9,S9 Angular UI,
LEAP1T1,Angular Project Setup,Story,Medium,"*Acceptance Criteria:* \\  \\ * The Angular app is scaffolded with standalone components, routing and signals. \\  \\ *Tasks:* \\  \\ Create the Angular project with standalone components and routing. \\  \\ Set up the build tooling and dev server.",Sprint 9,,S9 Angular UI
LEAP1T1,Auth Flow & JWT Interceptor,Story,High,"*Acceptance Criteria:* \\  \\ * Users can log in, the token is stored, and a JWT interceptor attaches it to outgoing requests. \\  \\ *Tasks:* \\  \\ Implement AuthService with login(), logout(), isAuthenticated() and getToken(). \\  \\ Add a JWT interceptor that attaches the bearer token to API calls and not to Fauxnance or third-party calls. \\  \\ Store the token securely and clear it on logout. \\  \\ *Unit Test Execution Paths:* \\  \\ # login stores token and authenticates \\ # interceptor attaches token to requests \\ # logout clears the session \\  \\ *Integration Test* \\  \\ Verify the login flow against the real auth service end-to-end.",Sprint 9,,S9 Angular UI
LEAP1T1,Route Guards,Story,High,*Acceptance Criteria:* \\  \\ * Route guards protect authenticated routes and redirect unauthenticated users to login. \\  \\ *Tasks:* \\  \\ Implement a route guard on protected routes. \\  \\ Redirect unauthenticated access to the login screen. \\  \\ *Unit Test Execution Paths:* \\  \\ # guard blocks unauthenticated navigation \\ # guard allows authenticated navigation,Sprint 9,,S9 Angular UI
LEAP1T1,Typed API Clients from OpenAPI,Story,Medium,"*Acceptance Criteria:* \\  \\ * Typed API clients are generated from the Sprint 6 and Sprint 8 OpenAPI contracts and consumed by the app. \\  \\ *Tasks:* \\  \\ Generate typed clients from the Trade and Auth OpenAPI contracts, not by hand. \\  \\ Build a service layer that consumes the generated clients.",Sprint 9,,S9 Angular UI
LEAP1T1,Login Screen,Story,Medium,*Acceptance Criteria:* \\  \\ * The login screen submits credentials to the auth service and shows an error alert on failure. \\  \\ *Tasks:* \\  \\ Build LoginComponent with username and password inputs and a login button. \\  \\ Show an error alert on authentication failure and redirect on success. \\  \\ *Unit Test Execution Paths:* \\  \\ # valid credentials log in and redirect \\ # invalid credentials show error alert \\ # empty fields blocked by validation,Sprint 9,,S9 Angular UI
LEAP1T1,Dashboard Screen,Story,Medium,"*Acceptance Criteria:* \\  \\ * The dashboard shows a welcome banner, cash balance, positions summary and navigation actions. \\  \\ *Tasks:* \\  \\ Build DashboardComponent with a balance card and positions summary from the account API. \\  \\ Add navigation buttons to the order ticket and blotter, plus logout. \\  \\ *Unit Test Execution Paths:* \\  \\ # balance and positions render from the API \\ # navigation buttons route correctly",Sprint 9,,S9 Angular UI
LEAP1T1,Order Ticket Screen,Story,High,"*Acceptance Criteria:* \\  \\ * The order ticket places an order via the Trade API with client-side validation and a result message. \\  \\ *Tasks:* \\  \\ Build OrderTicketComponent with instrument, side (BUY/SELL), quantity (> 0) and price inputs. \\  \\ Submit to the order endpoint and show a success or error message, rendering every error code from the catalogue. \\  \\ *Unit Test Execution Paths:* \\  \\ # valid order submits and shows success \\ # invalid quantity blocked by validation \\ # business-rule rejection shows error message \\ # an order still NEW is handled \\  \\ *Integration Test* \\  \\ Add a Playwright test covering the place-order journey end-to-end.",Sprint 9,,S9 Angular UI
LEAP1T1,Blotter / Order History Screen,Story,Medium,"*Acceptance Criteria:* \\  \\ * The blotter lists orders with formatted dates, coloured side, values and status badges. \\  \\ *Tasks:* \\  \\ Build BlotterComponent rendering the order table from the order-history API. \\  \\ Format dates, colour BUY green and SELL red, and show status badges (New, Filled, Rejected, Cancelled). \\  \\ *Unit Test Execution Paths:* \\  \\ # order history renders as expected \\ # an order sitting at NEW is shown \\ # empty history handled gracefully",Sprint 9,,S9 Angular UI
LEAP1T1,Unit & Playwright E2E Tests,Story,Medium,"*Acceptance Criteria:* \\  \\ * Unit tests and Playwright end-to-end tests cover the core user journeys. \\  \\ *Tasks:* \\  \\ Write unit tests for components, services and pipes. \\  \\ Write Playwright tests for login, place order and view history. \\  \\ Confirm no API key and no secret is present in the built bundle. \\  \\ *Notes:* \\  \\ * Judge coverage on risk and meaning, not as a percentage.",Sprint 9,,S9 Angular UI
LEAP1T1,Extension Microservice (Team's Choice),Epic,Medium,"*Acceptance Criteria:* \\  \\ * The team selects exactly one extension microservice from the catalogue of six and integrates it end-to-end with the platform. \\ * A dedicated security-review checkpoint applies OWASP principles to the new service. \\ * A quality pass and an architecture decision log prepare the extension for the showcase. \\  \\ *Notes:* \\  \\ * Distinctive, team-selected capability built on the shipped trading core. US and Ireland policy is exactly one mandatory extension; assessment is on depth, integration quality and the security review for that one service. \\ * The extension stories below are the catalogue. The team builds one of them.",Sprint 10,S10 Extension Microservice,
LEAP1T1,Extension Selection & Integration Plan,Story,High,"*Acceptance Criteria:* \\  \\ * The team selects exactly one extension from the catalogue and confirms its scope and integration plan on day one. \\  \\ *Tasks:* \\  \\ Choose one extension from the six: Portfolio and P&L; Trade Advice and Signals; Watchlists and Price Alerts; Customer Notifications; Customer Preferences and Personalisation; Automated Strategy Execution. \\  \\ Confirm how the chosen service authenticates with the platform JWT and integrates with Kafka or the Trade REST API and the UI. \\  \\ Agree the backlog, task allocation and integration checkpoints for the week. \\  \\ *Notes:* \\  \\ * Dependency warning: Customer Notifications needs Customer Preferences (a notification needs a channel to route to), and Watchlists alerting needs Customer Notifications (a triggered threshold must be delivered somewhere). A team choosing either of those builds the pair, not one half.",Sprint 10,,S10 Extension Microservice
LEAP1T1,Extension: Portfolio & P&L Service,Story,Medium,"*Acceptance Criteria:* \\  \\ * A Portfolio and P&L service exposes consolidated holdings, cost basis and realised/unrealised P&L via REST, implementing contracts/portfolio-api.yaml. \\  \\ *Tasks:* \\  \\ Build the service consuming trade-events (group portfolio-service) and market-data, and pricing from Fauxnance quotes. \\  \\ Compute holdings, cost basis and realised/unrealised P&L across accounts. \\  \\ Expose the results via a REST API and integrate end-to-end. \\  \\ *Unit Test Execution Paths:* \\  \\ # P&L computed correctly for a known trade set \\ # realised vs unrealised split correct \\ # unauthorised access rejected \\  \\ *Notes:* \\  \\ * Catalogue option. Builds on trade-events (S7) and market-data (S7); independent of the other extensions.",Sprint 10,,S10 Extension Microservice
LEAP1T1,Extension: Trade Advice & Signals,Story,Medium,*Acceptance Criteria:* \\  \\ * A Trade Advice service surfaces research-driven BUY/SELL/HOLD signals with the reasoning behind each. \\  \\ *Tasks:* \\  \\ Build the service consuming trade-events and market-data (group advice-service) and Fauxnance candles. \\  \\ Generate BUY/SELL/HOLD signals against holdings and watchlist with explanations. \\  \\ Integrate with the UI or API end-to-end. \\  \\ *Unit Test Execution Paths:* \\  \\ # signal generated with reasoning \\ # no signal when data insufficient \\ # unauthorised access rejected \\  \\ *Notes:* \\  \\ * Catalogue option. Builds on market and price data; analytics layer.,Sprint 10,,S10 Extension Microservice
LEAP1T1,Extension: Automated Strategy Execution,Story,Medium,*Acceptance Criteria:* \\  \\ * An automation service runs rules-based strategies against the market-data stream and acts when conditions are met. \\  \\ *Tasks:* \\  \\ Build the service consuming market-data (group strategy-service). \\  \\ Implement moving-average crossover and Bollinger-band triggers. \\  \\ Place resulting orders via the Trade REST API (S6). \\  \\ *Unit Test Execution Paths:* \\  \\ # strategy triggers on a crossover condition \\ # no action when conditions not met \\ # order placed through the Trade API on trigger \\  \\ *Notes:* \\  \\ * Catalogue option. Builds on the market-data stream (S7) and Trade REST API (S6). In production this would sit behind suitability and risk controls.,Sprint 10,,S10 Extension Microservice
LEAP1T1,Extension: Customer Notifications,Story,Medium,"*Acceptance Criteria:* \\  \\ * A notifications service delivers proactive real-time alerts via the customer's preferred channel. \\  \\ *Tasks:* \\  \\ Build the service consuming trade-events (group notification-service) and Customer Preferences. \\  \\ Deliver trade confirmations, price moves, statements and corporate-action alerts. \\  \\ Route to the preferred channel (email, SMS or in-app). \\  \\ *Unit Test Execution Paths:* \\  \\ # alert delivered on a qualifying event \\ # channel selection honoured \\ # no alert when preference disables it \\  \\ *Notes:* \\  \\ * Catalogue option. Depends on Customer Preferences: a notification cannot be routed without a channel. Choose the pair, not just this.",Sprint 10,,S10 Extension Microservice
LEAP1T1,Extension: Watchlists & Price Alerts,Story,Medium,"*Acceptance Criteria:* \\  \\ * A watchlist service lets customers track instruments and trigger real-time threshold alerts. \\  \\ *Tasks:* \\  \\ Build the service consuming the market-data stream (group watchlist-service). \\  \\ Support watchlists and price or volatility thresholds. \\  \\ Trigger alerts via the Notifications service, not to a log. \\  \\ *Unit Test Execution Paths:* \\  \\ # threshold breach triggers an alert \\ # no alert below threshold \\ # watchlist scoped to the authenticated user \\  \\ *Notes:* \\  \\ * Catalogue option. Alerting depends on Customer Notifications, which depends on Customer Preferences. A team choosing this builds all three.",Sprint 10,,S10 Extension Microservice
LEAP1T1,Extension: Customer Preferences & Personalisation,Story,Medium,"*Acceptance Criteria:* \\  \\ * A preferences service persists customer settings and applies them at next login. \\  \\ *Tasks:* \\  \\ Build the service consuming the Auth and profile service (S8) with persistence. \\  \\ Persist default accounts, selections and alert channels. \\  \\ Apply preferences at next login. \\  \\ *Unit Test Execution Paths:* \\  \\ # preferences saved and retrieved \\ # preferences applied on login \\ # preferences scoped to the authenticated user \\  \\ *Notes:* \\  \\ * Catalogue option. Customer Notifications and Watchlists both depend on this, so a team building those starts here.",Sprint 10,,S10 Extension Microservice
LEAP1T1,Extension Security Review Checkpoint,Story,High,"*Acceptance Criteria:* \\  \\ * A dedicated security review applies OWASP principles to the new service. \\  \\ *Tasks:* \\  \\ Review authorisation, input validation and secure inter-service calls, and confirm the service verifies the JWT itself rather than trusting an upstream check. \\  \\ Remediate findings before the showcase.",Sprint 10,,S10 Extension Microservice
LEAP1T1,Extension Quality Pass,Story,Medium,*Acceptance Criteria:* \\  \\ * The extension passes SonarQube quality gates with meaningful test coverage and refactoring applied. \\  \\ *Tasks:* \\  \\ Run SonarQube and address quality-gate findings. \\  \\ Review test coverage and refactor as needed.,Sprint 10,,S10 Extension Microservice
LEAP1T1,Architecture Decision Log for Showcase,Story,Low,*Acceptance Criteria:* \\  \\ * Key technical decisions are captured to tell the extension's story at the showcase. \\  \\ *Tasks:* \\  \\ Log the architecture decisions and the rationale behind them. \\  \\ Prepare the showcase narrative for the extension.,Sprint 10,,S10 Extension Microservice
LEAP1T1,Cloud Deployment (AWS),Epic,Medium,"*Acceptance Criteria:* \\  \\ * The Angular build is deployed to AWS (S3 plus CloudFront) with origin access control. \\ * The build to upload to invalidate deployment cycle is automated. \\ * Authenticated flows are validated in the live environment and demonstrated at the final showcase. \\  \\ *Notes:* \\  \\ * A live, deployed cloud home. AWS scope is IAM, the AWS CLI, S3 and CloudFront only. \\ * A Fidelity platform SME briefs teams on Fidelity-specific AWS guardrails before hands-on work; that is a briefing, not a lab. \\ * Security focus: private S3 reachable only via CloudFront, IAM least privilege, TLS enforced, no long-lived credentials committed (OWASP A05).",Sprint 11,S11 Cloud Deployment,
LEAP1T1,AWS Account & IAM Setup,Story,Medium,"*Acceptance Criteria:* \\  \\ * An AWS account, IAM basics and region are configured for the deployment. \\  \\ *Tasks:* \\  \\ Set up the account, IAM users/roles and select a region. \\  \\ Apply least-privilege IAM policies scoped to the bucket and distribution, with no long-lived keys in the repository.",Sprint 11,,S11 Cloud Deployment
LEAP1T1,AWS CLI Authentication,Story,Low,*Acceptance Criteria:* \\  \\ * The AWS CLI is authenticated and access is verified. \\  \\ *Tasks:* \\  \\ Configure and authenticate the AWS CLI. \\  \\ Run first commands to verify access.,Sprint 11,,S11 Cloud Deployment
LEAP1T1,Deploy Angular Build to S3,Story,Medium,*Acceptance Criteria:* \\  \\ * The Angular production build is deployed to a private S3 bucket. \\  \\ *Tasks:* \\  \\ Produce the Angular production build. \\  \\ Upload the build artefacts to the S3 bucket.,Sprint 11,,S11 Cloud Deployment
LEAP1T1,Origin Access Controls,Story,High,*Acceptance Criteria:* \\  \\ * The S3 bucket is private and reachable only through CloudFront via origin access control. \\  \\ *Tasks:* \\  \\ Configure origin access control so the bucket is not publicly readable. \\  \\ Confirm direct S3 access is denied while CloudFront access works.,Sprint 11,,S11 Cloud Deployment
LEAP1T1,CloudFront Distribution,Story,Medium,*Acceptance Criteria:* \\  \\ * A CloudFront distribution fronts the bucket and serves the app over HTTPS. \\  \\ *Tasks:* \\  \\ Stand up a CloudFront distribution with the S3 origin. \\  \\ Configure behaviours and cache policies and enforce TLS/HTTPS.,Sprint 11,,S11 Cloud Deployment
LEAP1T1,Validate Authenticated Flows in Production,Story,High,*Acceptance Criteria:* \\  \\ * Authenticated flows are verified end-to-end in the live environment. \\  \\ *Tasks:* \\  \\ Load the deployed app via CloudFront and complete the login and place-order journeys. \\  \\ Confirm tokens and protected routes behave correctly in production. \\  \\ *Integration Test* \\  \\ Run an end-to-end check of the authenticated journey against the live deployment.,Sprint 11,,S11 Cloud Deployment
LEAP1T1,Deployment Automation,Story,Medium,"*Acceptance Criteria:* \\  \\ * The build to upload to invalidate cycle is scripted and repeatable. \\  \\ *Tasks:* \\  \\ Write a deployment script (bash or a GitHub Actions workflow) that builds, uploads and invalidates the cache. \\  \\ Verify a clean run from a fresh checkout.",Sprint 11,,S11 Cloud Deployment
LEAP1T1,Final Showcase,Story,Low,"*Acceptance Criteria:* \\  \\ * The team demonstrates the live, working system to Fidelity leaders, instructors and peers. \\  \\ *Tasks:* \\  \\ Prepare and rehearse the showcase: the platform, the chosen extension, design decisions, Copilot usage and code quality. \\  \\ Present the live system and handle Q&A with the panel.",Sprint 11,,S11 Cloud Deployment
LEAP1T1,DE Specialisation Week 1: ETL Pipeline Engineering & Orchestration,Epic,Medium,"*Acceptance Criteria:* \\  \\ * Sprint 3, 4 and 7 data work is taken to deep pipeline engineering: ETL, data quality and orchestration. \\ * Participants build incremental, idempotent load pipelines with SCD handling and data-quality gates. \\ * An end-to-end pipeline moves Postgres trade data to a validated, transformed Snowflake table, orchestrated by Airflow. \\  \\ *Notes:* \\  \\ * Optional two-week extension on the unified core.",DE Week 1,DE1 ETL & Orchestration,
LEAP1T1,Incremental Load Pipeline with SCD,Story,Medium,"*Acceptance Criteria:* \\  \\ * An incremental load pipeline moves trades from Postgres to Snowflake with upsert and SCD handling. \\  \\ *Tasks:* \\  \\ Implement incremental patterns (append, upsert via INSERT ... ON CONFLICT). \\  \\ Implement SCD Type 1 (overwrite) and Type 2 (history) where each applies to financial data. \\  \\ *Unit Test Execution Paths:* \\  \\ # new records appended \\ # changed record upserted \\ # SCD Type 2 preserves history",DE Week 1,,DE1 ETL & Orchestration
LEAP1T1,Late-Arriving & Out-of-Order Data Handling,Story,Medium,*Acceptance Criteria:* \\  \\ * The pipeline correctly handles late-arriving and out-of-order records. \\  \\ *Tasks:* \\  \\ Detect and reconcile late-arriving data. \\  \\ Order records deterministically before load. \\  \\ *Unit Test Execution Paths:* \\  \\ # late record merged correctly \\ # out-of-order records reconciled,DE Week 1,,DE1 ETL & Orchestration
LEAP1T1,Data Quality Engineering,Story,High,*Acceptance Criteria:* \\  \\ * Validation-as-code with dead-letter queues and appropriate alerting protects the pipeline. \\  \\ *Tasks:* \\  \\ Implement validation with Great Expectations or Pandera. \\  \\ Route bad records to a dead-letter queue and alert (fail hard or warn appropriately). \\  \\ *Unit Test Execution Paths:* \\  \\ # valid record passes checks \\ # invalid record routed to dead-letter \\ # alert raised on failure threshold,DE Week 1,,DE1 ETL & Orchestration
LEAP1T1,Airflow DAG Orchestration,Story,Medium,"*Acceptance Criteria:* \\  \\ * An Airflow DAG orchestrates the incremental Postgres to Snowflake pipeline with scheduling and retries. \\  \\ *Tasks:* \\  \\ Build a DAG with tasks, operators, scheduling, dependencies and trigger rules. \\  \\ Configure retries, SLAs and failure alerts; extend with a data-quality task and a dead-letter branch. \\  \\ *Unit Test Execution Paths:* \\  \\ # DAG runs on schedule \\ # failed task retries per policy \\ # quality failure branches to dead-letter",DE Week 1,,DE1 ETL & Orchestration
LEAP1T1,Change Data Capture Concepts,Story,Low,*Acceptance Criteria:* \\  \\ * The team assesses the Sprint 3 schema for CDC readiness and understands low-latency capture. \\  \\ *Tasks:* \\  \\ Review WAL and logical replication concepts. \\  \\ Inspect the Sprint 3 Postgres schema for CDC readiness.,DE Week 1,,DE1 ETL & Orchestration
LEAP1T1,pytest Pipeline Tests,Story,Medium,*Acceptance Criteria:* \\  \\ * pytest covers pipeline transforms as units and source-to-target as integration. \\  \\ *Tasks:* \\  \\ Write unit tests for transformation functions. \\  \\ Write integration tests validating source to target. \\  \\ *Unit Test Execution Paths:* \\  \\ # transform unit test passes \\ # source-to-target integration verified \\ # deliberate data-quality failure is caught,DE Week 1,,DE1 ETL & Orchestration
LEAP1T1,dbt Concepts Introduction,Story,Low,"*Acceptance Criteria:* \\  \\ * The team is introduced to transformation-as-code with dbt (models, tests, lineage). \\  \\ *Tasks:* \\  \\ Introduce dbt models, tests and lineage in the analytical layer.",DE Week 1,,DE1 ETL & Orchestration
LEAP1T1,Capstone: End-to-End ETL Pipeline,Story,High,"*Acceptance Criteria:* \\  \\ * An end-to-end ETL pipeline moves Postgres trade data to a validated, transformed Snowflake analytics table, orchestrated by Airflow with data-quality gates and automated retry. \\  \\ *Tasks:* \\  \\ Assemble extract, transform, validate and load into a single orchestrated pipeline. \\  \\ Add data-quality gates and automated retry on failure. \\  \\ Document data lineage and a runbook. \\  \\ *Integration Test* \\  \\ Run the full pipeline end-to-end and demonstrate a caught data-quality failure and a successful retry.",DE Week 1,,DE1 ETL & Orchestration
LEAP1T1,"DE Specialisation Week 2: Real-Time Integration, Kafka & the Analytical Estate",Epic,Medium,"*Acceptance Criteria:* \\  \\ * Sprint 7 Kafka foundations extend into real-time integration, schema governance and a served analytical estate. \\ * Participants operate advanced Kafka, govern events with Schema Registry and Avro, and build stateful stream processing. \\ * Real-time and batch views feed the same analytical layer, served in PowerBI. \\  \\ *Notes:* \\  \\ * Optional two-week extension on the unified core.",DE Week 2,DE2 Real-Time & Analytical Estate,
LEAP1T1,Advanced Kafka & Delivery Guarantees,Story,Medium,"*Acceptance Criteria:* \\  \\ * Consumer groups, partition assignment, rebalancing and delivery semantics are applied correctly. \\  \\ *Tasks:* \\  \\ Configure consumer groups and observe partition assignment and rebalancing. \\  \\ Apply at-most-once, at-least-once and exactly-once semantics where each fits financial data. \\  \\ *Unit Test Execution Paths:* \\  \\ # rebalance handled without message loss \\ # exactly-once path verified \\ # consumer lag observed under load",DE Week 2,,DE2 Real-Time & Analytical Estate
LEAP1T1,Schema Registry & Avro,Story,Medium,*Acceptance Criteria:* \\  \\ * Typed events use Avro with schemas registered and evolved safely. \\  \\ *Tasks:* \\  \\ Define and register Avro schemas for trade events. \\  \\ Evolve a schema (add a field) with backward/forward/full compatibility and no consumer breakage. \\  \\ *Unit Test Execution Paths:* \\  \\ # Avro event produced and consumed \\ # compatible schema change does not break consumers \\ # incompatible change is rejected,DE Week 2,,DE2 Real-Time & Analytical Estate
LEAP1T1,Stream Processing,Story,High,"*Acceptance Criteria:* \\  \\ * Stateless and stateful stream processing with windowing produces real-time trade aggregations. \\  \\ *Tasks:* \\  \\ Implement stateless transforms (filter, map, branch). \\  \\ Implement stateful aggregations with tumbling, hopping and session windows. \\  \\ Build a real-time trade aggregation (count and value per instrument per minute) and windowed volume alerting. \\  \\ *Unit Test Execution Paths:* \\  \\ # windowed aggregation correct \\ # late event handled by the window policy \\ # alert fires on a volume threshold",DE Week 2,,DE2 Real-Time & Analytical Estate
LEAP1T1,Kafka Connect (JDBC Source),Story,Medium,*Acceptance Criteria:* \\  \\ * A Kafka Connect JDBC source connector streams from the Sprint 3 Postgres schema. \\  \\ *Tasks:* \\  \\ Configure a JDBC source connector on the Postgres schema. \\  \\ Verify records flow into the target topic.,DE Week 2,,DE2 Real-Time & Analytical Estate
LEAP1T1,Lambda/Kappa: Connect Real-Time & Batch,Story,Medium,*Acceptance Criteria:* \\  \\ * Real-time and batch are connected via the Lambda/Kappa patterns and sinked to Snowflake. \\  \\ *Tasks:* \\  \\ Sink Kafka trade events to Snowflake via the Week 1 pipeline. \\  \\ Feed the same analytical layer from both real-time and batch sources.,DE Week 2,,DE2 Real-Time & Analytical Estate
LEAP1T1,Reconciliation (Batch vs Streaming),Story,High,*Acceptance Criteria:* \\  \\ * Reconciliation ensures the batch and streaming views of the same data agree. \\  \\ *Tasks:* \\  \\ Implement reconciliation between operational (Postgres) and analytical (Snowflake) stores. \\  \\ Surface and explain any discrepancies. \\  \\ *Unit Test Execution Paths:* \\  \\ # batch and streaming totals agree \\ # injected discrepancy detected,DE Week 2,,DE2 Real-Time & Analytical Estate
LEAP1T1,"Kafka Security (TLS, SASL)",Story,Medium,*Acceptance Criteria:* \\  \\ * Kafka traffic is secured with TLS and SASL authentication. \\  \\ *Tasks:* \\  \\ Enable TLS in transit and SASL authentication. \\  \\ Verify unauthenticated clients are rejected.,DE Week 2,,DE2 Real-Time & Analytical Estate
LEAP1T1,PowerBI Star-Schema Dashboard,Story,Medium,"*Acceptance Criteria:* \\  \\ * A PowerBI dashboard serves a star-schema trade model from Snowflake with DAX measures. \\  \\ *Tasks:* \\  \\ Connect PowerBI to Snowflake (DirectQuery vs Import) and build a star-schema model. \\  \\ Author DAX measures with time-intelligence (YTD, MTD, rolling averages). \\  \\ Build a trade analytics dashboard on the Snowflake layer.",DE Week 2,,DE2 Real-Time & Analytical Estate
