labels,Summary,Issue Type,Priority,Description,Sprint,Epic Name,Epic Link
LEAP1T1,Register / Login / Refresh Endpoints,Story,High,"*Acceptance Criteria:* \\  \\ * The Auth service exposes register, login and refresh endpoints, and refresh issues a new refresh token each time. \\  \\ *Tasks:* \\  \\ Implement register(), login() and refresh() in AuthService. \\  \\ Validate inputs with class-validator and class-transformer. \\  \\ On refresh issue a new refresh token; document whether the previous one is revoked. \\  \\ *Unit Test Execution Paths:* \\  \\ # request mapping invalid (400) \\ # server error (500) \\ # registration succeeds for a new user \\ # registration rejected for an existing user \\ # login succeeds and returns a token \\ # login fails on bad credentials \\ # refresh issues a new token for a valid refresh token \\  \\ *Integration Test* \\  \\ Test register, login and refresh against the real service and Postgres persistence.",Sprint 8,,S8 Auth Service
LEAP1T1,Password Hashing,Story,High,*Acceptance Criteria:* \\  \\ * Passwords are hashed with argon2 or bcrypt using per-user salts; plaintext is never stored or logged. \\  \\ *Tasks:* \\  \\ Hash credentials with argon2 or bcrypt and store only the hash and salt. \\  \\ Verify passwords using a constant-time comparison. \\  \\ *Unit Test Execution Paths:* \\  \\ # correct password verifies \\ # incorrect password fails verification \\ # weak hashing (MD5 or SHA) is not used,Sprint 8,,S8 Auth Service
LEAP1T1,JWT Issuance,Story,High,"*Acceptance Criteria:* \\  \\ * A signed JWT is issued on login with claims that exactly match the contract: sub, accountId, roles, iat, exp. \\  \\ *Tasks:* \\  \\ Implement TokenService.issue() building a signed token (header, payload, signature). \\  \\ Set expiry and the required claims; sign with a securely managed secret. \\  \\ *Unit Test Execution Paths:* \\  \\ # token issued with the contract claims and expiry \\ # token signature verifies with the service key",Sprint 8,,S8 Auth Service
LEAP1T1,JWT Validation on Protected Routes,Story,High,"*Acceptance Criteria:* \\  \\ * Tokens are validated on protected routes and rejected with AUTH-401 when invalid or expired. \\  \\ *Tasks:* \\  \\ Implement TokenService.verify() and decode(). \\  \\ Reject expired, tampered or malformed tokens with AUTH-401. \\  \\ *Unit Test Execution Paths:* \\  \\ # valid token accepted \\ # expired token rejected \\ # tampered signature rejected \\ # malformed token rejected",Sprint 8,,S8 Auth Service
LEAP1T1,"Guards, Decorators & Interceptors",Story,High,*Acceptance Criteria:* \\  \\ * Guards protect routes and a decorator extracts the authenticated user from the token. \\  \\ *Tasks:* \\  \\ Implement an auth guard on protected endpoints. \\  \\ Add a decorator that extracts the user from the validated token. \\  \\ Add interceptors as needed for the request lifecycle. \\  \\ *Unit Test Execution Paths:* \\  \\ # guard blocks an unauthenticated request \\ # guard allows an authenticated request \\ # user correctly extracted from the token,Sprint 8,,S8 Auth Service
LEAP1T1,Structured Logging,Story,Low,*Acceptance Criteria:* \\  \\ * The service uses structured logging (winston or pino) without logging sensitive data. \\  \\ *Tasks:* \\  \\ Add structured logging around auth events. \\  \\ Ensure credentials and tokens are never written to logs.,Sprint 8,,S8 Auth Service
LEAP1T1,Auth-Focused OWASP Security Review,Story,High,"*Acceptance Criteria:* \\  \\ * The auth flow is reviewed against the auth-specific OWASP items and hardened. \\  \\ *Tasks:* \\  \\ Review for broken authentication and broken access control (OWASP A07, A01). \\  \\ Ensure a failed login gives the same response and timing for an unknown user as for a wrong password. \\  \\ Assess and mitigate token leakage, replay, weak secrets, and document the findings.",Sprint 8,,S8 Auth Service
LEAP1T1,Unit Tests (Jest),Story,Medium,"*Acceptance Criteria:* \\  \\ * Jest tests cover the service, the guard and token handling, including the expired-token and wrong-signature paths. \\  \\ *Tasks:* \\  \\ Write unit tests mocking providers and testing the guard. \\  \\ Cover token issuance, validation and error paths. \\  \\ *Unit Test Execution Paths:* \\  \\ # guard unit test blocks and allows correctly \\ # token issuance produces a valid token \\ # validation rejects expired and tampered tokens",Sprint 8,,S8 Auth Service
LEAP1T1,Replace the Stub and Protect a Spring Boot Route End-to-End,Story,High,"*Acceptance Criteria:* \\  \\ * The Sprint 6 stub is swapped for the real Auth service so at least one Spring Boot route is protected end to end, with no code change in the Trade REST API beyond configuration. \\  \\ *Tasks:* \\  \\ Point the Trade REST API at the real Auth service by configuration only. \\  \\ Publish live OpenAPI docs served by the running Auth service. \\  \\ *Integration Test* \\  \\ Obtain a token from the Auth service, call a protected Spring Boot route, and confirm rejection without a valid token.",Sprint 8,,S8 Auth Service
LEAP1T1,User Interface (Angular),Epic,Medium,"*Acceptance Criteria:* \\  \\ * The Angular frontend delivers an authenticated login flow end to end and the core trading views. \\ * The UI consumes the Trade and Auth REST APIs via clients generated from contracts/, not hand-written. \\ * Core journeys are covered by unit tests and a reduced Playwright suite; no secret is present in the built bundle. \\  \\ *Notes:* \\  \\ * User-facing app; with this the full stack is complete. \\ * Friday is a public holiday (Gandhi Jayanti) and self-directed SRE content runs on Monday, so this is a compressed week; scope the views accordingly. \\ * The Playwright suite is reduced to the login and place-order journeys for this run. \\ * Security focus: JWT interceptors attach bearer tokens, route guards protect authenticated routes, output encoding prevents XSS (OWASP A03, A01).",Sprint 9,S9 Angular UI,
LEAP1T1,Angular Project Setup,Story,Medium,"*Acceptance Criteria:* \\  \\ * The Angular app is scaffolded with standalone components, routing and signals. \\  \\ *Tasks:* \\  \\ Create the Angular project with standalone components and routing. \\  \\ Set up the build tooling and dev server.",Sprint 9,,S9 Angular UI
LEAP1T1,Auth Flow & JWT Interceptor,Story,High,"*Acceptance Criteria:* \\  \\ * Users can log in, the token is stored, and a JWT interceptor attaches it to Trade and Auth API calls only. \\  \\ *Tasks:* \\  \\ Implement AuthService with login(), logout(), isAuthenticated() and getToken(). \\  \\ Add a JWT interceptor that attaches the bearer token to platform API calls and not to Fauxnance or third-party calls. \\  \\ Store the token securely and clear it on logout. \\  \\ *Unit Test Execution Paths:* \\  \\ # login stores the token and authenticates \\ # interceptor attaches the token to platform requests \\ # interceptor does not attach the token to third-party requests \\ # logout clears the session \\  \\ *Integration Test* \\  \\ Verify the login flow against the real Auth service end to end.",Sprint 9,,S9 Angular UI
LEAP1T1,Route Guards,Story,High,*Acceptance Criteria:* \\  \\ * Route guards protect authenticated routes and redirect unauthenticated users to login. \\  \\ *Tasks:* \\  \\ Implement a route guard on protected routes. \\  \\ Redirect unauthenticated access to the login screen. \\  \\ *Unit Test Execution Paths:* \\  \\ # guard blocks unauthenticated navigation \\ # guard allows authenticated navigation,Sprint 9,,S9 Angular UI
LEAP1T1,Typed API Clients from OpenAPI,Story,Medium,*Acceptance Criteria:* \\  \\ * Typed API clients are generated from the Sprint 6 and Sprint 8 contracts and consumed by the app. \\  \\ *Tasks:* \\  \\ Generate typed clients from contracts/trade-api.yaml and contracts/auth-api.yaml. \\  \\ Build a service layer that consumes the generated clients.,Sprint 9,,S9 Angular UI
LEAP1T1,Login Screen,Story,Medium,*Acceptance Criteria:* \\  \\ * The login screen submits credentials to the Auth service and shows an error alert on failure. \\  \\ *Tasks:* \\  \\ Build LoginComponent with username and password inputs and a login button. \\  \\ Show an error alert on authentication failure and redirect on success. \\  \\ *Unit Test Execution Paths:* \\  \\ # valid credentials log in and redirect \\ # invalid credentials show an error alert \\ # empty fields blocked by validation,Sprint 9,,S9 Angular UI
LEAP1T1,Dashboard Screen,Story,Medium,"*Acceptance Criteria:* \\  \\ * The dashboard shows a welcome banner, cash balance, positions summary and navigation actions. \\  \\ *Tasks:* \\  \\ Build DashboardComponent with a balance card and positions summary from the account API. \\  \\ Add navigation buttons to the order ticket and blotter, plus logout. \\  \\ *Unit Test Execution Paths:* \\  \\ # balance and positions render from the API \\ # navigation buttons route correctly",Sprint 9,,S9 Angular UI
LEAP1T1,Order Ticket Screen,Story,High,"*Acceptance Criteria:* \\  \\ * The order ticket places an order via the Trade API, validates before submission, and renders every error code from the catalogue as a readable message. \\  \\ *Tasks:* \\  \\ Build OrderTicketComponent with instrument, side (BUY or SELL), quantity (> 0) and price inputs. \\  \\ Submit to the order endpoint and show a success or error message. \\  \\ Handle an order that returns NEW, since execution is asynchronous from Sprint 7. \\  \\ *Unit Test Execution Paths:* \\  \\ # valid order submits and shows success \\ # invalid quantity blocked by validation \\ # business-rule rejection shows the mapped error message \\  \\ *Integration Test* \\  \\ Add a Playwright test covering the place-order journey end to end.",Sprint 9,,S9 Angular UI
LEAP1T1,Blotter / Order History Screen,Story,Medium,"*Acceptance Criteria:* \\  \\ * The blotter lists orders with formatted dates, coloured side, values and status badges, and handles an order sitting at NEW. \\  \\ *Tasks:* \\  \\ Build BlotterComponent rendering the order table from the order-history API. \\  \\ Format dates, colour BUY green and SELL red, and show status badges (New, Filled, Rejected, Cancelled). \\  \\ *Unit Test Execution Paths:* \\  \\ # order history renders as expected \\ # empty history handled gracefully",Sprint 9,,S9 Angular UI
LEAP1T1,Unit & Playwright E2E Tests,Story,Medium,"*Acceptance Criteria:* \\  \\ * Unit tests and a Playwright suite covering the login and place-order journeys are green, and no API key or secret is present in the built bundle. \\  \\ *Tasks:* \\  \\ Write unit tests for components, services and pipes. \\  \\ Write Playwright tests for the login and place-order journeys. \\  \\ Confirm the production bundle contains no API key or secret. \\  \\ *Notes:* \\  \\ * Judge coverage on risk and meaning, not as a percentage.",Sprint 9,,S9 Angular UI
LEAP1T1,Customer Preferences & Personalisation,Epic,Medium,"*Acceptance Criteria:* \\  \\ * A preferences service persists a notification channel and display settings per account and applies them at next login. \\ * The service verifies the platform JWT itself and scopes every read and write to the authenticated account. \\  \\ *Notes:* \\  \\ * Build this extension first: Customer Notifications and Watchlists both depend on it. \\ * It consumes nothing from Kafka; it is a plain CRUD service read by other services over HTTP. \\ * Security focus: broken access control (A01), personal contact data (A02), and keeping the internal resolve endpoint off the public path (A05).",Sprint 10,S10 Customer Preferences,
LEAP1T1,Preferences Service Scaffold & JWT Verification,Story,Medium,"*Acceptance Criteria:* \\  \\ * The service is scaffolded with its own port and repository path, and verifies the JWT on every route. \\  \\ *Tasks:* \\  \\ Scaffold the service and its own preference store. \\  \\ Verify the platform JWT and compare its accountId claim against the path parameter on every route. \\  \\ *Notes:* \\  \\ * Do not trust an upstream service to have checked the token; verify it here.",Sprint 10,,S10 Customer Preferences
LEAP1T1,Persist Notification Channel & Display Preferences,Story,Medium,"*Acceptance Criteria:* \\  \\ * A customer sets a notification channel and a display currency and both persist across a restart. \\  \\ *Tasks:* \\  \\ Implement PUT /api/v1/preferences/{accountId}/notifications for the channel choice (email, SMS, push or a combination). \\  \\ Implement PUT /api/v1/preferences/{accountId}/display for base currency, theme and layout. \\  \\ Persist one preference record per account. \\  \\ *Unit Test Execution Paths:* \\  \\ # preferences saved and retrieved \\ # preferences survive a service restart \\ # another account's preferences are rejected, not returned empty \\  \\ *Notes:* \\  \\ * Do not store a copy of anything accounts already owns, such as the holder name; contact data is personal (A02).",Sprint 10,,S10 Customer Preferences
LEAP1T1,Resolve-Channel Endpoint for Internal Callers,Story,Medium,"*Acceptance Criteria:* \\  \\ * GET /api/v1/preferences/{accountId}/notifications returns the resolved channel for other services to call. \\  \\ *Tasks:* \\  \\ Implement the resolve endpoint returning the channel and contact detail. \\  \\ Keep the internal read endpoint off the public customer-facing path, or behind a service-to-service credential. \\  \\ *Notes:* \\  \\ * Customer Notifications calls this on the path that gates whether a notification is sent, so favour a small, reliable API.",Sprint 10,,S10 Customer Preferences
LEAP1T1,Apply Preferences at Next Login & Access-Control Tests,Story,Medium,*Acceptance Criteria:* \\  \\ * Stored preferences are applied at the customer's next login and access control is proven by test. \\  \\ *Tasks:* \\  \\ Apply the default account and channel at next login. \\  \\ Add tests that a request for another account's preferences is rejected. \\  \\ *Unit Test Execution Paths:* \\  \\ # preferences applied on login \\ # preferences scoped to the authenticated account,Sprint 10,,S10 Customer Preferences
LEAP1T1,Customer Notifications,Epic,Medium,"*Acceptance Criteria:* \\  \\ * A notifications service consumes trade-events and delivers a message on the channel Customer Preferences holds. \\ * The service verifies the JWT itself and scopes notification history to the owning account. \\  \\ *Notes:* \\  \\ * Depends on Customer Preferences; build it after Preferences, or stub the preference response behind the same interface while Preferences is built. \\ * Consume trade-events, group notification-service; a rejection is as newsworthy as a fill. \\ * Security focus: access control on history (A01), no credential in a payload (A09), and idempotency keyed on eventId.",Sprint 10,S10 Customer Notifications,
LEAP1T1,Notifications Service Scaffold & trade-events Consumer,Story,Medium,"*Acceptance Criteria:* \\  \\ * The service consumes trade-events in group notification-service and handles ORDER_FILLED, ORDER_REJECTED and ORDER_CANCELLED. \\  \\ *Tasks:* \\  \\ Scaffold the service with its own port and repository path. \\  \\ Consume trade-events in group notification-service and branch on eventType. \\  \\ *Notes:* \\  \\ * Confirm the consumer group identifier is not shared with any other service.",Sprint 10,,S10 Customer Notifications
LEAP1T1,Resolve Channel via Customer Preferences,Story,High,"*Acceptance Criteria:* \\  \\ * Before sending, the service calls Customer Preferences to resolve the channel rather than using a hardcoded default. \\  \\ *Tasks:* \\  \\ Call GET /api/v1/preferences/{accountId}/notifications to resolve the channel. \\  \\ Route to the resolved channel; a logging stub is acceptable for a channel the team cannot provision, provided the routing decision is real. \\  \\ *Unit Test Execution Paths:* \\  \\ # channel resolved from Customer Preferences and honoured \\ # changing the preference changes the channel used \\ # no notification sent when the preference disables it \\  \\ *Notes:* \\  \\ * A notification cannot be routed without a channel; this is the hard dependency on Customer Preferences.",Sprint 10,,S10 Customer Notifications
LEAP1T1,Deliver on Preferred Channel & Track Delivery State,Story,Medium,"*Acceptance Criteria:* \\  \\ * Delivery state (queued, sent, failed) is tracked separately from consumption state. \\  \\ *Tasks:* \\  \\ Commit the Kafka offset after the notification is durably queued, not after external delivery confirms. \\  \\ Track delivery state so an external channel outage does not stall the partition. \\  \\ *Unit Test Execution Paths:* \\  \\ # notification queued and delivery state recorded \\ # external channel outage does not stall the consumer \\  \\ *Notes:* \\  \\ * A notification payload must never carry a credential or anything kafka-topics.md prohibits from a payload (A09).",Sprint 10,,S10 Customer Notifications
LEAP1T1,Idempotent Delivery & Notification History API,Story,Medium,"*Acceptance Criteria:* \\  \\ * A replayed event does not send a second notification, and the owning account can read its history. \\  \\ *Tasks:* \\  \\ Key idempotency on the envelope eventId so a duplicate delivery is a no-op. \\  \\ Implement GET /api/v1/notifications/{accountId} and POST /api/v1/notifications/{accountId}/read, scoped to the JWT account. \\  \\ *Unit Test Execution Paths:* \\  \\ # replaying a consumed event does not send a second notification \\ # history read only by the owning account",Sprint 10,,S10 Customer Notifications
LEAP1T1,Watchlists & Price Alerts,Epic,Medium,"*Acceptance Criteria:* \\  \\ * A watchlist service consumes market-data, lets customers track instruments, and raises threshold alerts. \\ * A triggered alert reaches Customer Notifications over HTTP and respects the customer's stored channel preference. \\  \\ *Notes:* \\  \\ * Build this last of the three dependent extensions: its alerting depends on Customer Notifications, which depends on Customer Preferences. \\ * Consume market-data, group watchlist-service; do not consume trade-events or orders. A watchlist entry is not a position. \\ * An alert written only to a log has not met the acceptance criterion; it must be delivered through Notifications. \\ * Security focus: access control per account (A01) and a per-account alert cap against denial of service (A04).",Sprint 10,S10 Watchlists & Alerts,
LEAP1T1,Watchlists Service Scaffold & market-data Consumer,Story,Medium,*Acceptance Criteria:* \\  \\ * The service consumes market-data in group watchlist-service and verifies the JWT on every request. \\  \\ *Tasks:* \\  \\ Scaffold the service with its own port and repository path. \\  \\ Consume market-data in group watchlist-service; do not consume trade-events.,Sprint 10,,S10 Watchlists & Alerts
LEAP1T1,Watchlist CRUD Endpoints,Story,Medium,"*Acceptance Criteria:* \\  \\ * A customer creates a watchlist, adds an instrument, and sees its live price. \\  \\ *Tasks:* \\  \\ Implement POST /api/v1/watchlists and GET /api/v1/watchlists/{id}. \\  \\ Implement POST /api/v1/watchlists/{id}/instruments and DELETE /api/v1/watchlists/{id}/instruments/{symbol}. \\  \\ Read instruments and positions by symbol reference only, never duplicated. \\  \\ *Unit Test Execution Paths:* \\  \\ # watchlist created and scoped to the authenticated account \\ # instrument added and its live price shown \\ # instrument removed",Sprint 10,,S10 Watchlists & Alerts
LEAP1T1,Price Alert Thresholds & Crossing Logic,Story,High,"*Acceptance Criteria:* \\  \\ * A price alert has a threshold and a direction, and a quote crossing it triggers exactly once per the stated re-arm rule. \\  \\ *Tasks:* \\  \\ Implement POST /api/v1/alerts, GET /api/v1/alerts and DELETE /api/v1/alerts/{id}. \\  \\ Check each market-data quote against active thresholds; define and document the re-arm behaviour. \\  \\ Cap alerts per account so the market-data consumer cannot be turned into a denial-of-service vector. \\  \\ *Unit Test Execution Paths:* \\  \\ # threshold breach triggers an alert \\ # no alert below the threshold \\ # alerts scoped to the authenticated account \\  \\ *Notes:* \\  \\ * An alert on an instrument the customer does not hold still works: watchlists are independent of positions.",Sprint 10,,S10 Watchlists & Alerts
LEAP1T1,Deliver Alerts via Customer Notifications,Story,High,"*Acceptance Criteria:* \\  \\ * A triggered alert reaches Customer Notifications over HTTP, end to end, respecting the channel set in Customer Preferences. \\  \\ *Tasks:* \\  \\ Call Customer Notifications when a threshold is crossed. \\  \\ Confirm the notification is delivered on the configured channel, not written to a log. \\  \\ *Integration Test* \\  \\ Set a channel preference, set a price alert, publish a crossing quote, and confirm the notification arrives on the configured channel with no step stubbed.",Sprint 10,,S10 Watchlists & Alerts
LEAP1T1,Portfolio & P&L Service,Epic,Medium,"*Acceptance Criteria:* \\  \\ * A Portfolio and P&L service implements contracts/portfolio-api.yaml, pricing positions from Fauxnance and computing realised and unrealised P&L. \\ * The service verifies the platform JWT and is read-only on the shared trading schema. \\  \\ *Notes:* \\  \\ * Independent of the other three extensions and safe to build in parallel at any point. \\ * It reads accounts, instruments and positions read-only and owns only its realised P&L ledger built from trade-events. \\ * Never call Fauxnance from the browser; the key stays server-side.",Sprint 10,S10 Portfolio & P&L,
LEAP1T1,Portfolio Service Scaffold & JWT Verification,Story,Medium,"*Acceptance Criteria:* \\  \\ * The service is scaffolded on its own port and verifies the JWT, comparing the accountId claim against the path. \\  \\ *Tasks:* \\  \\ Scaffold the Spring Boot service on port 8081 with its own repository path. \\  \\ Verify the platform JWT and reject a claim that does not match the addressed account with ACC-403.",Sprint 10,,S10 Portfolio & P&L
LEAP1T1,Priced Positions from Fauxnance,Story,High,"*Acceptance Criteria:* \\  \\ * GET /api/v1/portfolio/{accountId}/positions returns each holding priced from a live Fauxnance quote. \\  \\ *Tasks:* \\  \\ Read quantity and average cost from positions, read-only. \\  \\ Price via Fauxnance GET /quotes?symbols=... batched and cached for ten seconds. \\  \\ Return 503 with MKT-503 when pricing is unavailable for every held instrument. \\  \\ *Unit Test Execution Paths:* \\  \\ # positions priced from a live quote \\ # cached quote reused within the cache window \\ # MKT-503 returned when pricing is unavailable for every symbol",Sprint 10,,S10 Portfolio & P&L
LEAP1T1,Realised P&L Ledger from trade-events,Story,High,"*Acceptance Criteria:* \\  \\ * A realised P&L ledger owned by this service is accumulated from trade-events, idempotently. \\  \\ *Tasks:* \\  \\ Consume trade-events and record realised P&L on each ORDER_FILLED as (executedPrice - averageCostAfter) x quantity on a SELL. \\  \\ Make portfolio_realised_pnl.event_id the primary key so a replay is a no-op. \\  \\ *Unit Test Execution Paths:* \\  \\ # realised P&L recorded for a known SELL fill \\ # replayed event does not double-count \\ # P&L computed correctly for a known trade set \\  \\ *Notes:* \\  \\ * Weighted average cost is fixed by database-schema.sql; this service must agree with the Trade Executor, not pick FIFO or LIFO.",Sprint 10,,S10 Portfolio & P&L
LEAP1T1,Portfolio Summary & P&L Endpoints,Story,Medium,"*Acceptance Criteria:* \\  \\ * GET /api/v1/portfolio/{accountId} and /pnl return summary totals converted to the base currency, marking partial results. \\  \\ *Tasks:* \\  \\ Implement the summary and pnl endpoints returning consolidated holdings and realised versus unrealised P&L. \\  \\ Convert totals to portfolio.base-currency using Fauxnance FX pairs, for example FX:INRUSD. \\  \\ When no FX quote is available for a held currency, exclude that contribution and set partial to true. \\  \\ *Unit Test Execution Paths:* \\  \\ # summary total converted to the base currency \\ # realised versus unrealised split correct \\ # missing FX quote sets partial to true rather than failing",Sprint 10,,S10 Portfolio & P&L
LEAP1T1,Portfolio Access Control & Unit Tests,Story,Medium,*Acceptance Criteria:* \\  \\ * Access control is proven and the calculation is covered by unit tests. \\  \\ *Tasks:* \\  \\ Add tests that an account cannot read another account's portfolio. \\  \\ Cover the P&L calculator and the quote cache. \\  \\ *Unit Test Execution Paths:* \\  \\ # unauthorised access rejected \\ # quote cache returns a cached value within the window,Sprint 10,,S10 Portfolio & P&L
LEAP1T1,Extension Integration & Showcase,Epic,Medium,"*Acceptance Criteria:* \\  \\ * The four mandatory extensions are integrated end to end against live data, with one combined OWASP security review and a committed decision log. \\ * The showcase narrative covers the platform, the extensions, design decisions, Copilot usage and the code-quality story. \\  \\ *Notes:* \\  \\ * The four mandatory extensions are Portfolio and P&L, Customer Preferences, Customer Notifications, and Watchlists and Price Alerts, built in that dependency order. \\ * Trade Advice and Signals and Automated Strategy Execution are recommended but not mandatory for this run; no epic is planned for them.",Sprint 10,S10 Extension Integration & Showcase,
LEAP1T1,Extension Scope Confirmation & Integration Plan,Story,Medium,"*Acceptance Criteria:* \\  \\ * The four extensions and their build order are confirmed on day one with an agreed integration plan. \\  \\ *Tasks:* \\  \\ Confirm the four mandatory extensions and how each plugs into the platform. \\  \\ Agree the backlog, task allocation and integration checkpoints, respecting the Preferences then Notifications then Watchlists order.",Sprint 10,,S10 Extension Integration & Showcase
LEAP1T1,End-to-End Integration Across the Four Extensions,Story,High,"*Acceptance Criteria:* \\  \\ * The customer-facing chain works against live data: a preference drives a notification, and a watchlist alert is delivered on the same channel. \\  \\ *Tasks:* \\  \\ Integrate Customer Preferences, Customer Notifications and Watchlists as one chain. \\  \\ Integrate Portfolio and P&L in parallel and confirm each service authenticates with the platform JWT. \\  \\ Demonstrate the feature working against live data, not fixtures. \\  \\ *Integration Test* \\  \\ Run the end-to-end chain: set a channel preference, trigger a watchlist alert, and confirm the notification arrives on the configured channel.",Sprint 10,,S10 Extension Integration & Showcase
LEAP1T1,Combined OWASP Security Review,Story,High,"*Acceptance Criteria:* \\  \\ * One combined OWASP security review covers the four new services and findings are addressed before the showcase. \\  \\ *Tasks:* \\  \\ Review authorisation, input validation and secure inter-service calls across the four services. \\  \\ Remediate findings and confirm each service verifies the JWT itself.",Sprint 10,,S10 Extension Integration & Showcase
LEAP1T1,Quality Pass & Architecture Decision Log,Story,Medium,*Acceptance Criteria:* \\  \\ * The extensions pass the SonarQube quality gate and an architecture decision log is committed. \\  \\ *Tasks:* \\  \\ Run SonarQube and address quality-gate findings. \\  \\ Log the architecture decisions and the reasoning behind each significant choice.,Sprint 10,,S10 Extension Integration & Showcase
LEAP1T1,Showcase Preparation,Story,Low,"*Acceptance Criteria:* \\  \\ * The showcase narrative is prepared and rehearsed for the platform demonstration. \\  \\ *Tasks:* \\  \\ Prepare and rehearse the showcase: the platform, the four extensions, design decisions, Copilot usage and code quality. \\  \\ Confirm the demonstration runs against live services. \\  \\ *Notes:* \\  \\ * For this run the platform demonstration and assessment happen in this taught block; the cloud deployment is assessed separately in the alumni week.",Sprint 10,,S10 Extension Integration & Showcase
LEAP1T1,Cloud Deployment (Alumni Week),Epic,Medium,"*Acceptance Criteria:* \\  \\ * The Angular build is deployed to a private S3 bucket behind CloudFront, with an automated build, upload and invalidate cycle. \\ * Direct S3 access is denied, origin access control is configured, and authenticated flows are verified against the deployed front end. \\ * The deployed link is shared with the cohort and assessed asynchronously against the criteria. \\  \\ *Notes:* \\  \\ * This week runs after the nine-week taught programme, delivered by Fidelity with alumni support; Neueda supplies the material and acceptance criteria only. \\ * It is four and a half days and must run from a printed runbook with no live Neueda support, so every step is tested end to end before delivery. \\ * AWS scope is IAM, the AWS CLI, S3 and CloudFront only; nothing else. \\ * There is no separate final showcase here: the platform demonstration and assessment happened in Sprint 9. \\ * Security focus: private S3 reachable only via CloudFront, IAM least privilege, TLS enforced, no long-lived keys committed (OWASP A05).",Sprint 10,Cloud Deployment (Alumni Week),
LEAP1T1,Docker Compose Review & AWS Account / IAM Basics,Story,Medium,"*Acceptance Criteria:* \\  \\ * The local Docker Compose stack passes its own tests and an IAM user or role is scoped to the bucket and distribution only. \\  \\ *Tasks:* \\  \\ Review the Docker Compose stack as the deployment prerequisite. \\  \\ Set up the AWS account, select a region, and apply a least-privilege IAM policy with no long-lived keys committed.",Sprint 10,,Cloud Deployment (Alumni Week)
LEAP1T1,AWS CLI Setup & S3 Static Hosting,Story,Medium,*Acceptance Criteria:* \\  \\ * The AWS CLI is authenticated and the Angular production build is uploaded to a private S3 bucket. \\  \\ *Tasks:* \\  \\ Configure and authenticate the AWS CLI and verify access. \\  \\ Produce the Angular production build and upload the artefacts to the S3 bucket.,Sprint 10,,Cloud Deployment (Alumni Week)
LEAP1T1,Origin Access Control & CloudFront Distribution,Story,High,"*Acceptance Criteria:* \\  \\ * A CloudFront distribution serves the app over HTTPS and the S3 bucket returns access denied when addressed directly. \\  \\ *Tasks:* \\  \\ Configure origin access control so the bucket is not publicly readable, not a public bucket policy. \\  \\ Stand up a CloudFront distribution with the S3 origin and enforce TLS and HTTPS. \\  \\ Confirm direct S3 access is denied while CloudFront access works.",Sprint 10,,Cloud Deployment (Alumni Week)
LEAP1T1,Deployment Automation Script,Story,Medium,"*Acceptance Criteria:* \\  \\ * The build, upload and invalidate cycle is a single script or GitHub Actions workflow that runs cleanly from a fresh checkout. \\  \\ *Tasks:* \\  \\ Write a deployment script or workflow covering build, upload and cache invalidation. \\  \\ Verify a clean run from a fresh checkout.",Sprint 10,,Cloud Deployment (Alumni Week)
LEAP1T1,Validate Authenticated Flows in Production,Story,High,*Acceptance Criteria:* \\  \\ * Authenticated flows are verified end to end against the deployed front end. \\  \\ *Tasks:* \\  \\ Load the deployed app via CloudFront and complete the login and place-order journeys. \\  \\ Confirm tokens and protected routes behave correctly in production. \\  \\ *Integration Test* \\  \\ Run an end-to-end check of the authenticated journey against the live deployment.,Sprint 10,,Cloud Deployment (Alumni Week)
LEAP1T1,Share Deployed Link & Asynchronous Assessment,Story,Low,*Acceptance Criteria:* \\  \\ * The deployed link is shared with the cohort and assessed asynchronously against the acceptance criteria. \\  \\ *Tasks:* \\  \\ Share the CloudFront link with the cohort. \\  \\ Confirm the deployment meets each acceptance criterion for the alumni week. \\  \\ *Notes:* \\  \\ * The live platform demonstration to the panel already happened in Sprint 9; this week is assessed on the deployment alone.,Sprint 10,,Cloud Deployment (Alumni Week)
